Image,Category,Mean,Std,Edge_Density,Edge_Strength,Texture_Variance,Noise,Prediction
335 (4).jpg,ai,123.96,81.12,0.2871,220.33,5034.55,20.45,REAL
335 (5).jpg,ai,114.40,39.31,0.1865,94.41,1624.33,10.70,REAL
335 (6).jpg,ai,137.22,58.54,0.2480,178.70,3108.93,16.53,REAL
335 (7).jpg,ai,83.35,62.88,0.2539,193.77,10485.90,26.28,MAYBE_AI
335 (8).jpg,ai,114.67,59.63,0.3291,183.52,5068.66,19.54,MAYBE_AI
335 (9).jpg,ai,121.30,37.58,0.1602,102.33,2565.72,15.31,REAL
335.jpg,ai,131.23,58.88,0.2490,223.65,6825.07,24.24,REAL
336 (10).jpg,ai,120.87,60.53,0.2373,167.20,3770.34,17.74,REAL
336 (2).jpg,ai,105.12,74.49,0.2783,168.47,3878.40,17.59,REAL
336 (3).jpg,ai,131.24,20.14,0.0713,49.01,799.35,7.85,REAL
336 (4).jpg,ai,110.34,51.90,0.2510,164.38,5014.22,19.04,REAL
336 (5).jpg,ai,92.75,57.96,0.2627,132.39,3417.62,15.30,REAL
336 (6).jpg,ai,108.26,54.24,0.2354,150.25,3614.82,16.59,REAL
336 (7).jpg,ai,111.57,39.07,0.2549,151.82,6382.72,20.37,REAL
336 (8).jpg,ai,115.06,71.76,0.2705,221.82,8970.42,26.09,MAYBE_AI
336 (9).jpg,ai,101.50,40.00,0.1172,82.84,1032.04,8.94,REAL
336.jpg,ai,112.75,49.90,0.1709,158.17,5672.73,21.22,REAL
337 (10).jpg,ai,104.64,55.03,0.2998,158.84,3257.76,15.61,REAL
337 (2).jpg,ai,88.38,58.02,0.2314,140.83,2561.76,14.84,REAL
337 (3).jpg,ai,124.19,48.08,0.1113,82.41,567.31,7.90,REAL
337 (4).jpg,ai,100.86,66.18,0.2842,199.97,6774.12,21.96,REAL
337 (5).jpg,ai,89.61,32.00,0.2051,83.35,1501.48,10.05,REAL
337 (6).jpg,ai,109.16,60.16,0.2861,206.10,4364.34,19.08,REAL
337 (7).jpg,ai,85.08,49.92,0.2080,160.10,5545.66,19.25,REAL
337 (8).jpg,ai,99.62,61.32,0.2266,169.06,3273.65,16.62,REAL
337 (9).jpg,ai,101.45,52.56,0.2314,151.94,2487.68,15.59,REAL
337.jpg,ai,123.23,70.64,0.1465,164.63,6359.62,23.25,REAL
338 (10).jpg,ai,125.03,45.05,0.1973,124.96,2519.59,13.73,REAL
338 (2).jpg,ai,89.88,39.73,0.2354,123.82,1440.46,11.31,REAL
338 (3).jpg,ai,92.68,34.59,0.2344,102.36,2599.98,14.72,REAL
338 (4).jpg,ai,124.10,56.62,0.3330,180.60,5749.81,19.36,MAYBE_AI
338 (5).jpg,ai,92.90,37.06,0.2764,99.91,1252.53,9.95,REAL
338 (6).jpg,ai,124.82,46.36,0.1572,122.54,3868.93,16.16,REAL
338 (7).jpg,ai,75.23,35.70,0.2285,116.13,2579.32,13.85,REAL
338 (8).jpg,ai,83.08,52.37,0.2588,155.19,2906.98,15.67,REAL
338 (9).jpg,ai,102.99,48.97,0.1582,109.02,2748.74,15.86,REAL
338.jpg,ai,181.32,63.48,0.1084,147.26,5925.24,21.59,REAL
339 (10).jpg,ai,85.58,48.10,0.3555,189.22,6422.72,21.63,MAYBE_AI
339 (2).jpg,ai,92.69,59.63,0.2334,171.53,5345.95,20.65,REAL
339 (3).jpg,ai,129.77,46.01,0.2861,154.86,3408.47,16.55,REAL
339 (4).jpg,ai,149.56,64.36,0.2588,147.15,3194.45,15.63,REAL
339 (5).jpg,ai,118.81,26.22,0.2178,81.88,1398.64,9.67,REAL
339 (6).jpg,ai,105.87,59.38,0.2354,122.04,1573.75,11.15,REAL
339 (7).jpg,ai,96.99,50.63,0.2979,166.11,3325.57,16.14,REAL
339 (8).jpg,ai,118.09,66.48,0.2783,194.17,4217.03,19.15,REAL
339 (9).jpg,ai,124.38,61.84,0.1689,165.72,2510.21,14.89,REAL
339.jpg,ai,144.98,18.92,0.0752,51.20,2218.48,11.68,REAL
34 (10).jpg,ai,88.72,53.34,0.3037,169.11,3451.96,17.01,MAYBE_AI
34 (2).jpg,ai,87.58,65.76,0.3232,230.83,5979.34,23.99,MAYBE_AI
34 (3).jpg,ai,115.37,29.56,0.1367,93.42,2159.97,13.10,REAL
34 (4).jpg,ai,121.06,63.96,0.2910,197.43,4990.05,20.01,REAL
34 (5).jpg,ai,109.88,32.35,0.3164,101.37,1939.87,11.44,REAL
34 (6).jpg,ai,129.18,52.88,0.2637,152.01,3101.27,16.03,REAL
34 (7).jpg,ai,129.63,43.99,0.3281,186.27,5445.93,20.25,MAYBE_AI
34 (8).jpg,ai,106.22,81.02,0.2578,182.86,5242.93,19.63,REAL
34 (9).jpg,ai,144.56,48.24,0.1094,76.81,1530.47,10.82,REAL
34.jpg,ai,123.95,48.30,0.3047,172.71,3813.31,18.86,MAYBE_AI
340 (10).jpg,ai,116.31,53.09,0.2344,108.57,1105.05,9.68,REAL
340 (2).jpg,ai,93.35,71.18,0.2871,156.30,3146.42,15.11,REAL
340 (3).jpg,ai,115.59,23.59,0.0996,58.94,1273.32,10.02,REAL
340 (4).jpg,ai,143.82,56.82,0.2490,183.00,5999.79,21.57,REAL
340 (5).jpg,ai,108.78,45.96,0.2725,103.78,1636.67,11.18,REAL
340 (6).jpg,ai,125.57,59.55,0.2383,99.58,2583.29,13.01,REAL
340 (7).jpg,ai,114.06,31.16,0.2109,117.01,4334.04,17.12,REAL
340 (8).jpg,ai,100.10,50.99,0.2686,139.95,3479.95,16.05,REAL
340 (9).jpg,ai,112.91,66.12,0.2021,142.05,2562.57,15.37,REAL
340.jpg,ai,148.69,59.02,0.1748,137.53,3397.19,16.64,REAL
341 (10).jpg,ai,77.52,32.23,0.2500,103.66,1800.06,11.66,REAL
341 (2).jpg,ai,120.52,62.78,0.2500,161.65,3273.53,16.49,REAL
341 (3).jpg,ai,70.83,48.31,0.1455,118.21,4033.50,17.46,REAL
341 (4).jpg,ai,135.69,44.92,0.1514,107.95,2928.91,14.92,REAL
341 (5).jpg,ai,112.59,33.32,0.2344,94.58,1698.96,10.90,REAL
341 (6).jpg,ai,112.44,65.07,0.3125,217.52,5997.36,21.22,MAYBE_AI
341 (7).jpg,ai,93.98,30.86,0.1348,84.27,3755.23,15.68,REAL
341 (8).jpg,ai,94.37,49.59,0.2070,134.12,3088.38,15.24,REAL
341 (9).jpg,ai,130.95,75.81,0.2539,119.65,1994.99,12.91,REAL
341.jpg,ai,126.30,51.73,0.2061,183.79,6063.11,22.38,REAL
342 (10).jpg,ai,97.57,54.00,0.1982,101.84,996.12,9.43,REAL
342 (2).jpg,ai,77.60,55.01,0.2881,190.71,4386.34,19.54,REAL
342 (3).jpg,ai,128.63,67.78,0.2588,153.73,3666.65,16.79,REAL
342 (4).jpg,ai,99.75,68.58,0.2920,195.97,5496.16,20.58,REAL
342 (5).jpg,ai,99.22,42.45,0.1309,91.85,1020.17,9.37,REAL
342 (6).jpg,ai,142.77,73.58,0.2969,231.89,4957.98,20.53,REAL
342 (7).jpg,ai,120.27,54.75,0.2500,180.71,5770.63,21.36,REAL
342 (8).jpg,ai,112.58,55.25,0.2314,189.94,6986.71,23.65,REAL
342 (9).jpg,ai,114.89,51.91,0.1816,133.22,2630.19,16.15,REAL
342.jpg,ai,147.22,45.87,0.1240,122.10,3337.86,17.41,REAL
343 (10).jpg,ai,133.82,66.00,0.2373,166.01,2670.06,15.05,REAL
343 (2).jpg,ai,85.00,47.19,0.2578,130.46,1850.41,12.57,REAL
343 (3).jpg,ai,132.72,23.34,0.1123,51.07,851.01,7.72,REAL
343 (4).jpg,ai,105.22,61.23,0.3418,183.10,5282.86,19.61,MAYBE_AI
343 (5).jpg,ai,118.81,32.26,0.2754,110.32,2866.09,14.16,REAL
343 (6).jpg,ai,99.21,56.39,0.2764,184.67,3656.68,17.26,REAL
343 (7).jpg,ai,75.47,46.55,0.2324,148.90,4075.02,17.34,REAL
343 (8).jpg,ai,115.18,82.51,0.2656,268.92,12370.76,32.14,MAYBE_AI
343 (9).jpg,ai,134.63,60.44,0.2881,216.24,5934.17,23.25,REAL
343.jpg,ai,151.00,46.99,0.1211,116.93,3738.13,18.43,REAL
344 (10).jpg,ai,136.43,63.47,0.3027,199.29,4712.71,21.00,MAYBE_AI
344 (2).jpg,ai,70.12,48.72,0.1475,106.49,2264.95,14.27,REAL
344 (3).jpg,ai,99.49,28.63,0.1348,67.61,770.76,7.13,REAL
344 (4).jpg,ai,103.93,57.36,0.2891,198.53,6198.70,21.78,REAL
344 (5).jpg,ai,85.20,29.05,0.1240,72.74,1389.39,9.64,REAL
344 (6).jpg,ai,94.14,41.42,0.3525,144.11,3245.90,15.91,MAYBE_AI
344 (7).jpg,ai,75.25,48.54,0.2402,150.94,6682.29,21.31,REAL
344 (8).jpg,ai,100.62,61.68,0.2061,136.93,3350.77,16.40,REAL
344 (9).jpg,ai,165.75,59.78,0.0781,99.51,1434.45,11.81,REAL
344.jpg,ai,110.21,56.50,0.2451,197.58,5473.11,22.08,REAL
345 (10).jpg,ai,129.77,83.42,0.2021,214.35,5222.97,21.68,REAL
345 (2).jpg,ai,127.72,71.47,0.2490,203.57,4490.02,19.70,REAL
345 (3).jpg,ai,158.27,33.16,0.0742,73.13,1932.26,12.23,REAL
345 (4).jpg,ai,108.58,57.68,0.2480,169.13,3403.28,16.85,REAL
345 (5).jpg,ai,120.31,39.28,0.2959,111.32,2350.96,12.75,REAL
345 (6).jpg,ai,117.61,71.82,0.2617,221.65,5161.96,20.63,REAL
345 (7).jpg,ai,82.46,36.76,0.2217,132.11,2868.48,15.24,REAL
345 (8).jpg,ai,114.11,81.70,0.2578,161.60,7154.51,22.25,REAL
345 (9).jpg,ai,128.05,52.44,0.1123,86.94,1640.88,11.72,REAL
345.jpg,ai,155.98,54.48,0.1094,108.68,3047.53,15.56,REAL
346 (10).jpg,ai,110.75,49.83,0.2715,153.92,3490.55,16.45,REAL
346 (2).jpg,ai,133.19,70.12,0.2051,157.51,1661.78,12.16,REAL
346 (3).jpg,ai,146.96,47.00,0.1436,109.90,1776.93,12.40,REAL
346 (4).jpg,ai,114.72,55.01,0.1953,156.85,3828.45,17.20,REAL
346 (5).jpg,ai,127.89,40.97,0.2988,146.69,6535.96,20.04,REAL
346 (6).jpg,ai,140.82,35.99,0.1787,103.23,2318.12,13.03,REAL
346 (7).jpg,ai,102.08,47.62,0.2344,147.51,4591.19,18.28,REAL
346 (8).jpg,ai,96.09,59.03,0.2783,172.09,3949.10,17.97,REAL
346 (9).jpg,ai,114.44,49.01,0.1387,72.23,918.76,9.16,REAL
346.jpg,ai,136.54,37.63,0.1709,129.38,6514.03,22.38,REAL
347 (10).jpg,ai,102.93,38.44,0.2686,124.29,2541.34,14.27,REAL
347 (2).jpg,ai,120.85,69.13,0.1689,159.01,4183.17,19.40,REAL
347 (3).jpg,ai,125.12,25.53,0.1133,77.94,1622.46,11.39,REAL
347 (4).jpg,ai,88.12,39.31,0.2783,114.23,1718.33,11.98,REAL
347 (5).jpg,ai,73.23,38.50,0.1699,83.64,1404.87,10.58,REAL
347 (6).jpg,ai,109.25,54.21,0.2930,181.16,3104.49,16.86,REAL
347 (7).jpg,ai,103.72,48.35,0.2646,153.53,4306.40,18.08,REAL
347 (8).jpg,ai,131.51,60.41,0.3232,201.77,8078.23,25.58,AI
347 (9).jpg,ai,123.24,63.72,0.1709,124.14,2489.13,15.10,REAL
347.jpg,ai,113.93,31.66,0.1396,91.43,3414.64,16.53,REAL
348 (10).jpg,ai,114.00,60.06,0.2715,149.58,3343.49,15.62,REAL
348 (2).jpg,ai,105.30,73.19,0.2158,210.71,5229.99,21.44,REAL
348 (3).jpg,ai,110.07,35.27,0.1729,116.27,4027.01,17.53,REAL
348 (4).jpg,ai,125.97,73.92,0.2676,192.89,4856.79,20.39,REAL
348 (5).jpg,ai,114.30,35.69,0.2480,110.60,2061.07,12.30,REAL
348 (6).jpg,ai,137.33,56.70,0.3018,198.92,7933.90,23.72,MAYBE_AI
348 (7).jpg,ai,126.26,54.06,0.3252,199.28,8672.55,24.14,MAYBE_AI
348 (8).jpg,ai,122.81,69.36,0.2334,186.24,5353.06,20.75,REAL
348 (9).jpg,ai,95.55,56.66,0.1689,111.22,2552.40,13.58,REAL
348.jpg,ai,115.01,39.15,0.1523,138.17,3974.55,18.88,REAL
349 (10).jpg,ai,104.22,67.52,0.2969,193.10,4746.20,19.29,REAL
349 (2).jpg,ai,91.37,65.84,0.3223,195.14,5922.71,21.55,MAYBE_AI
349 (3).jpg,ai,93.21,34.56,0.3096,135.14,2984.86,14.94,MAYBE_AI
349 (4).jpg,ai,132.22,75.28,0.2041,169.36,3244.23,16.08,REAL
349 (5).jpg,ai,99.49,46.62,0.2217,93.83,2041.64,11.81,REAL
349 (6).jpg,ai,85.24,55.74,0.1865,162.30,4766.19,19.54,REAL
349 (7).jpg,ai,86.81,50.36,0.3047,175.89,7636.04,23.01,MAYBE_AI
349 (8).jpg,ai,63.99,41.75,0.2588,105.79,2353.44,12.55,REAL
349 (9).jpg,ai,101.14,62.46,0.1211,120.78,2606.74,14.83,REAL
349.jpg,ai,151.08,46.55,0.0840,90.05,2426.21,13.51,REAL
35 (10).jpg,ai,104.73,51.20,0.2568,142.13,2319.58,14.04,REAL
35 (2).jpg,ai,92.94,61.60,0.3867,220.10,8413.22,27.02,AI
35 (3).jpg,ai,117.63,40.77,0.1514,101.93,1998.14,12.81,REAL
35 (4).jpg,ai,113.87,36.76,0.1973,104.25,1602.34,11.15,REAL
35 (5).jpg,ai,104.70,44.42,0.2266,112.36,2889.92,14.29,REAL
35 (6).jpg,ai,105.35,45.72,0.1885,116.93,2174.57,13.71,REAL
35 (7).jpg,ai,92.55,47.70,0.2119,152.47,7363.49,21.28,REAL
35 (8).jpg,ai,89.44,49.11,0.2393,132.59,2961.71,14.70,REAL
35 (9).jpg,ai,131.37,52.76,0.2236,163.94,5117.45,20.50,REAL
35.jpg,ai,148.10,49.21,0.1396,111.15,1919.07,13.24,REAL
350 (10).jpg,ai,101.81,64.39,0.2119,177.34,5301.95,20.89,REAL
350 (2).jpg,ai,99.91,62.19,0.2285,168.96,4071.95,19.46,REAL
350 (3).jpg,ai,101.67,32.49,0.1387,71.31,1191.94,9.27,REAL
350 (4).jpg,ai,97.33,69.83,0.3066,240.89,5305.61,21.44,MAYBE_AI
350 (5).jpg,ai,110.84,25.23,0.1943,91.25,1913.04,12.08,REAL
350 (6).jpg,ai,111.97,44.08,0.3281,156.13,4013.48,17.23,MAYBE_AI
350 (7).jpg,ai,98.78,53.16,0.2344,155.16,3972.17,17.75,REAL
350 (8).jpg,ai,91.98,71.51,0.2188,199.78,4675.34,19.53,REAL
350 (9).jpg,ai,132.40,65.81,0.1699,166.27,2615.65,15.91,REAL
350.jpg,ai,115.69,50.00,0.1621,149.69,6858.30,23.82,REAL
351 (10).jpg,ai,91.71,56.03,0.2842,150.81,3016.19,15.50,REAL
351 (2).jpg,ai,73.94,40.29,0.2666,124.48,1489.76,11.78,REAL
351 (3).jpg,ai,114.58,55.62,0.1455,87.93,1342.42,9.75,REAL
351 (4).jpg,ai,114.39,65.85,0.3223,188.84,5456.27,20.89,MAYBE_AI
351 (5).jpg,ai,118.59,47.16,0.2939,132.15,2527.25,13.71,REAL
351 (6).jpg,ai,111.40,71.74,0.3086,228.91,7695.70,23.72,MAYBE_AI
351 (7).jpg,ai,81.46,35.73,0.1865,129.28,4339.87,17.62,REAL
351 (8).jpg,ai,110.05,72.30,0.2871,193.34,5735.05,21.50,REAL
351 (9).jpg,ai,84.32,48.54,0.1357,114.55,1948.53,13.86,REAL
351.jpg,ai,129.68,30.64,0.1533,109.23,4763.22,19.68,REAL
352 (10).jpg,ai,122.13,54.91,0.3018,175.81,4675.99,19.32,MAYBE_AI
352 (2).jpg,ai,85.95,51.13,0.2959,142.37,1939.66,13.27,REAL
352 (3).jpg,ai,140.47,59.01,0.1748,159.50,2922.23,15.52,REAL
352 (4).jpg,ai,127.08,58.35,0.3174,196.79,5805.88,20.09,MAYBE_AI
352 (5).jpg,ai,105.07,40.76,0.2686,92.15,1409.03,10.60,REAL
352 (6).jpg,ai,112.18,63.57,0.2441,195.76,4059.41,17.80,REAL
352 (7).jpg,ai,95.22,29.58,0.1367,77.05,3450.66,14.47,REAL
352 (8).jpg,ai,131.62,79.56,0.2930,285.24,8717.08,27.29,MAYBE_AI
352 (9).jpg,ai,103.18,57.24,0.2676,129.65,1653.83,12.14,REAL
352.jpg,ai,136.19,53.39,0.0791,91.28,1461.67,10.56,REAL
353 (10).jpg,ai,84.68,61.00,0.2812,129.28,2432.27,13.94,REAL
353 (2).jpg,ai,105.41,52.63,0.2686,157.61,2619.11,15.35,REAL
353 (3).jpg,ai,86.04,27.53,0.1631,74.76,812.53,7.83,REAL
353 (4).jpg,ai,130.91,32.28,0.1602,92.78,2557.74,13.35,REAL
353 (5).jpg,ai,96.89,36.14,0.2275,92.18,1512.69,10.70,REAL
353 (6).jpg,ai,107.65,59.05,0.2627,195.02,4183.24,18.74,REAL
353 (7).jpg,ai,63.65,33.55,0.1514,92.83,3986.09,15.25,REAL
353 (8).jpg,ai,112.67,54.16,0.2656,155.12,4064.42,17.79,REAL
353 (9).jpg,ai,137.67,76.62,0.1377,105.03,2064.18,12.79,REAL
353.jpg,ai,129.90,28.37,0.1562,83.35,2522.87,13.46,REAL
354 (10).jpg,ai,87.19,43.07,0.2881,180.61,5810.24,20.72,REAL
354 (2).jpg,ai,67.65,47.72,0.1543,107.09,1928.61,13.17,REAL
354 (3).jpg,ai,101.82,38.02,0.1748,89.82,1287.64,9.72,REAL
354 (4).jpg,ai,114.33,53.24,0.3184,165.47,4136.87,17.14,MAYBE_AI
354 (5).jpg,ai,103.71,41.97,0.2637,91.48,1724.36,10.64,REAL
354 (6).jpg,ai,131.35,55.49,0.2520,141.18,5002.29,18.87,REAL
354 (7).jpg,ai,79.51,37.95,0.2676,121.99,3221.80,14.80,REAL
354 (8).jpg,ai,139.01,69.67,0.2578,178.03,6022.22,22.63,REAL
354 (9).jpg,ai,144.31,77.50,0.2373,196.70,4275.67,21.71,REAL
354.jpg,ai,136.67,54.53,0.2344,151.17,5571.65,21.42,REAL
355 (10).jpg,ai,129.90,72.16,0.1543,114.42,1750.73,12.40,REAL
355 (2).jpg,ai,81.17,54.35,0.3193,184.77,4355.28,19.46,MAYBE_AI
355 (3).jpg,ai,80.55,34.55,0.2510,116.71,2127.61,13.01,REAL
355 (4).jpg,ai,113.98,64.20,0.2871,174.87,4978.26,18.13,REAL
355 (5).jpg,ai,121.23,48.40,0.3105,137.05,4475.47,17.41,MAYBE_AI
355 (6).jpg,ai,88.43,59.41,0.2295,121.52,1517.64,11.11,REAL
355 (7).jpg,ai,112.29,46.90,0.2031,144.62,6672.96,21.03,REAL
355 (8).jpg,ai,107.01,69.35,0.2441,148.57,2828.34,16.06,REAL
355 (9).jpg,ai,130.94,64.73,0.1719,137.68,2749.89,16.14,REAL
355.jpg,ai,140.41,38.95,0.1279,101.42,4915.85,19.95,REAL
356 (10).jpg,ai,101.87,46.46,0.3232,186.20,5699.19,21.21,MAYBE_AI
356 (2).jpg,ai,85.14,67.41,0.2305,144.61,2302.16,13.87,REAL
356 (3).jpg,ai,78.95,26.14,0.0938,70.21,1318.13,10.68,REAL
356 (4).jpg,ai,136.82,76.20,0.3096,213.78,5671.43,20.15,MAYBE_AI
356 (5).jpg,ai,92.77,46.63,0.1748,73.87,718.69,7.65,REAL
356 (6).jpg,ai,123.15,70.49,0.3027,221.77,8242.44,24.55,MAYBE_AI
356 (7).jpg,ai,132.20,38.17,0.1211,115.96,4026.04,17.36,REAL
356 (8).jpg,ai,92.96,70.20,0.2383,169.80,5601.34,20.64,REAL
356 (9).jpg,ai,116.18,46.85,0.1660,127.08,1911.71,13.56,REAL
356.jpg,ai,120.69,29.85,0.1348,57.69,612.02,6.32,REAL
357 (10).jpg,ai,104.51,54.99,0.2441,169.44,4785.03,19.46,REAL
357 (2).jpg,ai,109.76,63.15,0.2559,183.79,3632.66,17.63,REAL
357 (3).jpg,ai,153.19,35.82,0.2012,94.77,1172.44,10.09,REAL
357 (4).jpg,ai,109.66,53.04,0.1592,138.67,4039.01,17.53,REAL
357 (5).jpg,ai,94.44,25.93,0.2607,99.00,2152.08,12.70,REAL
357 (6).jpg,ai,121.42,53.11,0.2070,119.13,1967.27,12.58,REAL
357 (7).jpg,ai,102.43,42.54,0.1807,115.33,3082.46,15.10,REAL
357 (8).jpg,ai,98.09,66.49,0.2090,141.77,2398.75,14.68,REAL
357 (9).jpg,ai,118.19,59.83,0.2441,177.99,4556.44,21.45,REAL
357.jpg,ai,109.75,20.37,0.1025,62.22,1813.04,11.84,REAL
358 (10).jpg,ai,117.21,69.22,0.2295,203.79,5970.12,23.36,REAL
358 (2).jpg,ai,89.53,61.92,0.1855,166.90,3941.58,18.76,REAL
358 (3).jpg,ai,160.05,42.81,0.1182,123.68,3729.76,16.47,REAL
358 (4).jpg,ai,106.23,75.82,0.3252,243.65,9168.36,25.52,AI
358 (5).jpg,ai,99.11,36.15,0.2129,95.71,2111.83,12.71,REAL
358 (6).jpg,ai,121.93,83.64,0.2686,239.74,9280.39,26.30,MAYBE_AI
358 (7).jpg,ai,86.10,36.88,0.2412,128.65,3601.75,16.26,REAL
358 (8).jpg,ai,120.54,70.84,0.2998,181.81,6003.11,20.89,REAL
358 (9).jpg,ai,141.10,73.32,0.1318,110.83,2233.80,14.14,REAL
358.jpg,ai,94.40,41.73,0.2598,157.94,5296.82,20.79,REAL
359 (10).jpg,ai,99.34,52.98,0.3135,161.19,3768.70,16.89,MAYBE_AI
359 (2).jpg,ai,120.92,46.72,0.2812,152.58,2616.04,15.63,REAL
359 (3).jpg,ai,119.88,40.36,0.1699,104.48,1973.81,12.45,REAL
359 (4).jpg,ai,115.68,53.99,0.2988,153.56,2496.64,14.39,REAL
359 (5).jpg,ai,107.96,54.12,0.3086,115.13,2311.47,13.41,MAYBE_AI
359 (6).jpg,ai,136.90,47.64,0.2510,131.09,3870.59,16.01,REAL
359 (7).jpg,ai,117.62,48.57,0.2637,152.87,4959.84,18.85,REAL
359 (8).jpg,ai,113.07,58.54,0.2646,168.57,5184.53,19.25,REAL
359 (9).jpg,ai,110.37,50.74,0.1309,113.24,2321.60,14.28,REAL
359.jpg,ai,125.55,36.74,0.1748,109.82,2700.35,15.13,REAL
36 (10).jpg,ai,135.63,54.24,0.1953,141.43,3590.50,17.45,REAL
36 (2).jpg,ai,101.32,55.59,0.2363,141.24,2371.59,13.75,REAL
36 (3).jpg,ai,132.93,28.33,0.0791,39.17,468.80,6.19,REAL
36 (4).jpg,ai,127.51,60.29,0.2324,170.38,4651.43,19.28,REAL
36 (5).jpg,ai,89.01,45.05,0.3379,117.52,3310.00,15.21,MAYBE_AI
36 (6).jpg,ai,118.53,54.90,0.2207,153.90,4052.89,17.44,REAL
36 (7).jpg,ai,127.87,40.91,0.2305,154.27,6300.73,20.53,REAL
36 (8).jpg,ai,87.31,64.65,0.2559,173.92,3551.07,16.78,REAL
36 (9).jpg,ai,121.50,69.17,0.0400,57.28,859.93,8.99,REAL
36.jpg,ai,136.56,25.30,0.1445,83.25,2104.50,13.18,REAL
360 (10).jpg,ai,104.82,36.49,0.2383,95.01,1574.31,10.62,REAL
360 (2).jpg,ai,109.14,51.10,0.2734,156.57,3793.85,17.03,REAL
360 (3).jpg,ai,113.19,13.29,0.0273,29.28,462.83,5.56,REAL
360 (4).jpg,ai,121.90,54.60,0.3271,183.89,4357.89,18.03,MAYBE_AI
360 (5).jpg,ai,105.16,52.94,0.2578,168.20,7330.99,21.10,REAL
360 (6).jpg,ai,114.17,39.70,0.3008,146.79,3483.91,16.00,MAYBE_AI
360 (7).jpg,ai,119.51,41.66,0.1885,102.45,3559.34,15.23,REAL
360 (8).jpg,ai,117.32,52.98,0.2129,122.70,2927.95,14.62,REAL
360 (9).jpg,ai,157.83,48.77,0.0850,74.58,1666.75,10.64,REAL
360.jpg,ai,140.13,46.27,0.2080,116.91,4267.51,19.25,REAL
361 (10).jpg,ai,108.17,58.68,0.3369,196.74,6307.71,22.14,MAYBE_AI
361 (2).jpg,ai,119.14,65.11,0.1416,112.01,1471.23,11.25,REAL
361 (3).jpg,ai,130.51,33.62,0.1973,96.82,1861.88,11.86,REAL
361 (4).jpg,ai,107.52,51.26,0.1709,117.72,2596.89,14.36,REAL
361 (5).jpg,ai,89.39,45.69,0.2871,165.42,7867.11,22.20,REAL
361 (6).jpg,ai,126.45,39.58,0.1377,109.07,2319.19,13.88,REAL
361 (7).jpg,ai,99.13,53.38,0.2412,199.00,7507.47,23.18,REAL
361 (8).jpg,ai,125.04,57.93,0.2754,182.04,5170.05,19.84,REAL
361 (9).jpg,ai,137.88,67.29,0.1602,102.76,3676.04,15.84,REAL
361.jpg,ai,121.27,38.74,0.1719,87.28,1741.35,10.95,REAL
362 (10).jpg,ai,108.92,54.98,0.3008,160.88,3906.69,16.88,MAYBE_AI
362 (2).jpg,ai,109.47,54.93,0.3203,164.88,2971.77,16.25,MAYBE_AI
362 (3).jpg,ai,108.97,30.40,0.2627,110.66,2787.62,14.62,REAL
362 (4).jpg,ai,148.40,52.69,0.1855,144.07,3744.21,17.48,REAL
362 (5).jpg,ai,97.00,42.01,0.2314,98.90,2085.22,12.07,REAL
362 (6).jpg,ai,104.02,58.43,0.3232,218.24,5169.12,21.23,MAYBE_AI
362 (7).jpg,ai,110.56,42.05,0.1680,115.84,2858.13,14.88,REAL
362 (8).jpg,ai,99.96,61.99,0.3398,174.18,4430.49,18.25,MAYBE_AI
362 (9).jpg,ai,124.69,60.67,0.1543,99.04,551.28,7.73,REAL
362.jpg,ai,136.37,44.30,0.1758,120.72,3203.56,16.43,REAL
363 (10).jpg,ai,123.43,58.62,0.2539,129.19,2814.90,14.99,REAL
363 (2).jpg,ai,124.38,77.76,0.2920,269.93,6563.02,24.46,REAL
363 (3).jpg,ai,121.46,39.10,0.2305,95.94,1601.68,11.11,REAL
363 (4).jpg,ai,111.76,51.37,0.2998,154.51,4149.05,16.93,REAL
363 (5).jpg,ai,116.19,31.07,0.2822,100.50,1556.94,10.78,REAL
363 (6).jpg,ai,89.45,56.63,0.3066,186.12,5072.65,20.35,MAYBE_AI
363 (7).jpg,ai,87.50,41.97,0.2480,157.47,8315.42,22.65,REAL
363 (8).jpg,ai,99.10,40.77,0.1670,100.28,2007.49,12.83,REAL
363 (9).jpg,ai,129.44,62.21,0.1270,95.51,1748.13,12.15,REAL
363.jpg,ai,158.93,35.83,0.1094,82.43,1810.90,12.28,REAL
364 (10).jpg,ai,80.17,38.10,0.2090,98.25,1049.89,9.45,REAL
364 (2).jpg,ai,100.99,53.13,0.2520,148.85,1983.77,13.12,REAL
364 (3).jpg,ai,108.30,36.93,0.1572,92.65,2117.95,13.23,REAL
364 (4).jpg,ai,123.29,66.78,0.2764,185.93,5032.69,18.24,REAL
364 (5).jpg,ai,100.07,34.89,0.2256,75.31,1433.69,9.94,REAL
364 (6).jpg,ai,119.55,49.48,0.1982,168.03,5721.54,20.49,REAL
364 (7).jpg,ai,91.43,55.48,0.2861,195.96,4458.00,18.76,REAL
364 (8).jpg,ai,114.22,50.28,0.1680,107.45,1739.10,12.58,REAL
364 (9).jpg,ai,110.18,52.56,0.1533,86.68,1865.77,11.96,REAL
364.jpg,ai,131.09,36.72,0.1396,107.30,2225.56,14.54,REAL
365 (10).jpg,ai,102.13,41.77,0.2217,127.61,1543.38,11.82,REAL
365 (2).jpg,ai,73.43,58.59,0.3066,170.98,4993.69,19.45,MAYBE_AI
